scan_index,test_gray,power_frame_1,power_frame_2,power_frame_3,power_mean,power_std,background_frame_1,background_frame_2,background_frame_3,background_mean,peak_frame_1,peak_frame_2,peak_frame_3,peak_max,saturated_frame_1,saturated_frame_2,saturated_frame_3,saturated_total,elapsed_s
167,88,5891123.0,5892185.0,5886139.0,5889815.666666667,3228.059685528341,0.0,0.0,0.0,0.0,168,164,165,168,0,0,0,0,245.63176369999928
168,87,5836796.0,5836411.0,5829393.0,5834200.0,4167.432422967408,0.0,0.0,0.0,0.0,164,164,162,164,0,0,0,0,247.08729409999978
169,86,5778696.0,5769831.0,5768798.0,5772441.666666667,5440.982111102125,0.0,0.0,0.0,0.0,162,160,156,162,0,0,0,0,248.55094689999896
170,85,5703173.0,5702117.0,5703700.0,5702996.666666667,806.0969751421558,0.0,0.0,0.0,0.0,158,159,159,159,0,0,0,0,250.0051929000001
171,84,5626114.0,5630999.0,5627354.0,5628155.666666667,2539.2534992263636,0.0,0.0,0.0,0.0,158,155,149,158,0,0,0,0,251.45708769999874
172,83,5559036.0,5550609.0,5542516.0,5550720.333333333,8260.56271287455,0.0,0.0,0.0,0.0,158,154,152,158,0,0,0,0,252.9203097999998
173,82,5459766.0,5458296.0,5456440.0,5458167.333333333,1666.7289321702356,0.0,0.0,0.0,0.0,150,151,152,152,0,0,0,0,254.4057374999993
174,81,5376066.0,5372273.0,5368498.0,5372279.0,3784.003567651595,0.0,0.0,0.0,0.0,146,145,147,147,0,0,0,0,255.85397479999847
175,80,5280184.0,5278722.0,5273020.0,5277308.666666667,3785.3477163047164,0.0,0.0,0.0,0.0,141,143,142,143,0,0,0,0,257.31382119999944
176,79,5170278.0,5180459.0,5179039.0,5176592.0,5513.986488920697,0.0,0.0,0.0,0.0,134,141,141,141,0,0,0,0,258.7760741000002
177,78,5078933.0,5075904.0,5077342.0,5077393.0,1515.1438875565582,0.0,0.0,0.0,0.0,136,138,134,138,0,0,0,0,260.25607729999865
178,77,4965588.0,4967990.0,4967621.0,4967066.333333333,1293.5000322123435,0.0,0.0,0.0,0.0,132,132,132,132,0,0,0,0,261.7087832999987
179,76,4857442.0,4850730.0,4854330.0,4854167.333333333,3358.955393174094,0.0,0.0,0.0,0.0,129,129,129,129,0,0,0,0,263.1714403999995
180,75,4742699.0,4738542.0,4737183.0,4739474.666666667,2873.841389731405,0.0,0.0,0.0,0.0,124,126,123,126,0,0,0,0,264.61988609999935
181,74,4615157.0,4614593.0,4613225.0,4614325.0,993.4908152569907,0.0,0.0,0.0,0.0,121,121,121,121,0,0,0,0,266.08456939999996
182,73,4492189.0,4487385.0,4492404.0,4490659.333333333,2837.6927834657035,0.0,0.0,0.0,0.0,115,117,120,120,0,0,0,0,267.54499939999914
183,72,4360462.0,4363733.0,4355041.0,4359745.333333333,4390.093886619435,0.0,0.0,0.0,0.0,114,113,111,114,0,0,0,0,269.0008586999993
184,71,4226413.0,4228501.0,4228698.0,4227870.666666667,1266.2133838075372,0.0,0.0,0.0,0.0,108,110,111,111,0,0,0,0,270.4545013999996
185,70,4094588.0,4093769.0,4084970.0,4091109.0,5332.277280862277,0.0,0.0,0.0,0.0,107,105,107,107,0,0,0,0,271.9047307000001
186,69,3958078.0,3951722.0,3946413.0,3952071.0,5840.325932685607,0.0,0.0,0.0,0.0,102,102,101,102,0,0,0,0,273.36999879999894
187,68,3817085.0,3808800.0,3806251.0,3810712.0,5664.423801235214,0.0,0.0,0.0,0.0,98,95,95,98,0,0,0,0,274.83901569999944
188,67,3669732.0,3666442.0,3672240.0,3669471.3333333335,2907.776011547886,0.0,0.0,0.0,0.0,93,93,95,95,0,0,0,0,276.29650690000017
189,66,3524937.0,3524948.0,3522398.0,3524094.3333333335,1469.078055561832,0.0,0.0,0.0,0.0,90,92,90,92,0,0,0,0,277.76841499999864
190,65,3393281.0,3383137.0,3382445.0,3386287.6666666665,6066.2796946178905,0.0,0.0,0.0,0.0,85,87,87,87,0,0,0,0,279.22420559999955
191,64,3238840.0,3234593.0,3236573.0,3236668.6666666665,2125.1156046985616,0.0,0.0,0.0,0.0,85,83,83,85,0,0,0,0,280.7052872999993
192,63,3091273.0,3089374.0,3092131.0,3090926.0,1410.8752602551367,0.0,0.0,0.0,0.0,80,81,81,81,0,0,0,0,282.1530991999989
193,62,2936634.0,2942026.0,2937214.0,2938624.6666666665,2959.8819796291427,0.0,0.0,0.0,0.0,77,78,77,78,0,0,0,0,283.6139884999993
194,61,2804026.0,2799933.0,2794431.0,2799463.3333333335,4814.711448605548,0.0,0.0,0.0,0.0,74,72,73,74,0,0,0,0,285.07948739999847
195,60,2649514.0,2644543.0,2649756.0,2647937.6666666665,2942.356595202786,0.0,0.0,0.0,0.0,71,70,71,71,0,0,0,0,286.5417177999989
196,59,2500283.0,2503408.0,2497790.0,2500493.6666666665,2814.918530496635,0.0,0.0,0.0,0.0,68,68,67,68,0,0,0,0,288.0044005999989
197,58,2357934.0,2358035.0,2357717.0,2357895.3333333335,162.4879482710436,0.0,0.0,0.0,0.0,64,64,64,64,0,0,0,0,289.4545670999996
198,57,2200677.0,2206783.0,2205746.0,2204402.0,3267.3477011178347,0.0,0.0,0.0,0.0,60,60,59,60,0,0,0,0,290.9168953999997
199,56,2062138.0,2069036.0,2069742.0,2066972.0,4201.223155225154,0.0,0.0,0.0,0.0,57,56,58,58,0,0,0,0,292.37314999999944
200,55,1921942.0,1924625.0,1919516.0,1922027.6666666667,2555.577103773888,0.0,0.0,0.0,0.0,54,53,54,54,0,0,0,0,293.8411449999985
201,54,1777013.0,1776435.0,1781307.0,1778251.6666666667,2661.732017565505,0.0,0.0,0.0,0.0,49,51,51,51,0,0,0,0,295.30566980000003
202,53,1648730.0,1647577.0,1651137.0,1649148.0,1816.4368967844714,0.0,0.0,0.0,0.0,48,47,48,48,0,0,0,0,296.76992919999975
203,52,1509898.0,1507725.0,1508202.0,1508608.3333333333,1142.064942695175,0.0,0.0,0.0,0.0,44,45,44,45,0,0,0,0,298.2276388999999
204,51,1383201.0,1382953.0,1379915.0,1382023.0,1829.7879658583395,0.0,0.0,0.0,0.0,43,42,40,43,0,0,0,0,299.68384909999986
205,50,1258384.0,1259031.0,1258427.0,1258614.0,361.7720276638314,0.0,0.0,0.0,0.0,39,39,39,39,0,0,0,0,301.15379799999937
206,49,1132958.0,1129065.0,1131014.0,1131012.3333333333,1946.5005351484836,0.0,0.0,0.0,0.0,35,34,36,36,0,0,0,0,302.6108236
207,48,1021986.0,1024289.0,1022105.0,1022793.3333333334,1296.651199564992,0.0,0.0,0.0,0.0,32,33,33,33,0,0,0,0,304.08361759999934
208,47,903510.0,901617.0,902835.0,902654.0,959.3919949634768,0.0,0.0,0.0,0.0,30,29,30,30,0,0,0,0,305.54003569999986
209,46,799101.0,798286.0,798896.0,798761.0,423.93985422462936,0.0,0.0,0.0,0.0,27,27,27,27,0,0,0,0,306.9988102999996
210,45,696804.0,699244.0,697580.0,697876.0,1246.6402849258482,0.0,0.0,0.0,0.0,25,24,25,25,0,0,0,0,308.46723810000003
211,44,599494.0,605212.0,600825.0,601843.6666666666,2992.013090434822,0.0,0.0,0.0,0.0,21,22,21,22,0,0,0,0,309.9336136999991
212,43,517022.0,515568.0,517233.0,516607.6666666667,906.5375520811773,0.0,0.0,0.0,0.0,19,20,20,20,0,0,0,0,311.3972262999996
213,42,437962.0,437151.0,439854.0,438322.3333333333,1387.058878827187,0.0,0.0,0.0,0.0,18,17,17,18,0,0,0,0,312.87251749999996
214,41,362598.0,361571.0,363217.0,362462.0,831.384989039374,0.0,0.0,0.0,0.0,15,15,15,15,0,0,0,0,314.3440830999989
215,40,299948.0,298769.0,298685.0,299134.0,706.1947323507873,0.0,0.0,0.0,0.0,13,14,13,14,0,0,0,0,315.8151840999999
216,39,237781.0,238874.0,238798.0,238484.33333333334,610.2887294824749,0.0,0.0,0.0,0.0,12,11,12,12,0,0,0,0,317.2869848999999
217,38,189307.0,188220.0,189358.0,188961.66666666666,642.8081621551902,0.0,0.0,0.0,0.0,10,10,10,10,0,0,0,0,318.74417469999935
218,37,146069.0,146674.0,145801.0,146181.33333333334,447.20949602320985,0.0,0.0,0.0,0.0,8,8,8,8,0,0,0,0,320.1987195999991
219,36,111949.0,112782.0,112079.0,112270.0,448.1439500874691,0.0,0.0,0.0,0.0,7,7,7,7,0,0,0,0,321.6654598999994
220,35,85232.0,85279.0,85482.0,85331.0,132.8645927250748,0.0,0.0,0.0,0.0,6,6,6,6,0,0,0,0,323.11744199999885
221,34,64918.0,65184.0,65126.0,65076.0,139.8713694792469,0.0,0.0,0.0,0.0,4,5,5,5,0,0,0,0,324.5767694999995
222,33,53192.0,53429.0,53337.0,53319.333333333336,119.48361114953521,0.0,0.0,0.0,0.0,4,4,4,4,0,0,0,0,326.0522684999996
223,32,47356.0,47155.0,47370.0,47293.666666666664,120.29269858696053,0.0,0.0,0.0,0.0,3,3,3,3,0,0,0,0,327.5096794000001
224,31,47363.0,47121.0,47346.0,47276.666666666664,135.07898923716203,0.0,0.0,0.0,0.0,3,3,3,3,0,0,0,0,328.9694321999996
225,30,55356.0,55054.0,54634.0,55014.666666666664,362.603548429043,0.0,0.0,0.0,0.0,4,4,4,4,0,0,0,0,330.4337625999997
226,29,72119.0,72364.0,72917.0,72466.66666666667,408.7864152993997,0.0,0.0,0.0,0.0,5,5,6,6,0,0,0,0,331.89563439999984
227,28,96887.0,97423.0,97759.0,97356.33333333333,439.80601784574674,0.0,0.0,0.0,0.0,7,7,6,7,0,0,0,0,333.3796592999988
228,27,127604.0,127079.0,127743.0,127475.33333333333,350.2004188080496,0.0,0.0,0.0,0.0,8,8,8,8,0,0,0,0,334.8400124999989
229,26,165170.0,165230.0,165732.0,165377.33333333334,308.61194619348964,0.0,0.0,0.0,0.0,10,10,10,10,0,0,0,0,336.30654460000005
230,25,205544.0,206115.0,206999.0,206219.33333333334,733.0895807016584,0.0,0.0,0.0,0.0,11,12,12,12,0,0,0,0,337.77315759999874
231,24,255092.0,255223.0,255827.0,255380.66666666666,392.0463407982956,0.0,0.0,0.0,0.0,13,13,14,14,0,0,0,0,339.2366837999998
232,23,308593.0,307685.0,308297.0,308191.6666666667,463.07378821666566,0.0,0.0,0.0,0.0,16,16,15,16,0,0,0,0,340.6840769999999
233,22,367506.0,365252.0,367916.0,366891.3333333333,1434.4285737998018,0.0,0.0,0.0,0.0,18,17,19,19,0,0,0,0,342.1305042999993
234,21,427687.0,429220.0,428795.0,428567.3333333333,791.4520410822965,0.0,0.0,0.0,0.0,20,20,20,20,0,0,0,0,343.5928578999992
235,20,487099.0,490791.0,484736.0,487542.0,3051.711487018391,0.0,0.0,0.0,0.0,22,22,22,22,0,0,0,0,345.04275830000006
236,19,551102.0,550547.0,550661.0,550770.0,293.1160179860527,0.0,0.0,0.0,0.0,25,25,24,25,0,0,0,0,346.49384610000016
237,18,613577.0,613935.0,613544.0,613685.3333333334,216.84633576183236,0.0,0.0,0.0,0.0,27,27,28,28,0,0,0,0,347.96345499999916
238,17,672778.0,669519.0,668153.0,670150.0,2376.1895968125104,0.0,0.0,0.0,0.0,30,29,30,30,0,0,0,0,349.42638350000016
239,16,722893.0,722863.0,721296.0,722350.6666666666,913.4912880445731,0.0,0.0,0.0,0.0,32,32,32,32,0,0,0,0,350.8898871000001
240,15,776329.0,773916.0,773459.0,774568.0,1542.0937066209692,0.0,0.0,0.0,0.0,35,34,34,35,0,0,0,0,352.35938239999996
241,14,807272.0,809552.0,806531.0,807785.0,1574.4799141303772,0.0,0.0,0.0,0.0,35,36,35,36,0,0,0,0,353.818925399999
242,13,862365.0,860860.0,860218.0,861147.6666666666,1102.0282815487692,0.0,0.0,0.0,0.0,37,37,36,37,0,0,0,0,355.2806520999984
243,12,889881.0,890041.0,891767.0,890563.0,1045.7590544671368,0.0,0.0,0.0,0.0,39,39,37,39,0,0,0,0,356.73306649999904
244,11,921389.0,921278.0,921627.0,921431.3333333334,178.30965574901808,0.0,0.0,0.0,0.0,39,39,39,39,0,0,0,0,358.16743439999846
245,10,966549.0,968002.0,966899.0,967150.0,758.3224907649779,0.0,0.0,0.0,0.0,41,42,41,42,0,0,0,0,359.61921540000003
246,9,983234.0,983055.0,984443.0,983577.3333333334,755.0128034234474,0.0,0.0,0.0,0.0,42,42,42,42,0,0,0,0,361.0637650999997
247,8,1028970.0,1026839.0,1027234.0,1027681.0,1133.6432419416612,0.0,0.0,0.0,0.0,44,44,44,44,0,0,0,0,362.5281801000001
248,7,1051893.0,1051792.0,1050560.0,1051415.0,742.171812992113,0.0,0.0,0.0,0.0,45,44,44,45,0,0,0,0,363.980768899999
249,6,1073528.0,1076188.0,1071698.0,1073804.6666666667,2257.7496170597246,0.0,0.0,0.0,0.0,45,46,44,46,0,0,0,0,365.44960249999895
250,5,1120823.0,1118928.0,1119077.0,1119609.3333333333,1053.7031523789483,0.0,0.0,0.0,0.0,46,47,47,47,0,0,0,0,366.9087378999993
251,4,1134866.0,1139332.0,1137781.0,1137326.3333333333,2267.4501832087367,0.0,0.0,0.0,0.0,47,48,47,48,0,0,0,0,368.37777659999847
252,3,1182472.0,1184072.0,1187123.0,1184555.6666666667,2362.921990530651,0.0,0.0,0.0,0.0,49,49,49,49,0,0,0,0,369.8302813999999
253,2,1216245.0,1217889.0,1216840.0,1216991.3333333333,832.382324015433,0.0,0.0,0.0,0.0,51,50,50,51,0,0,0,0,371.2922807999985
254,1,1239440.0,1238834.0,1236920.0,1238398.0,1315.3600267607344,0.0,0.0,0.0,0.0,51,51,50,51,0,0,0,0,372.73582949999945
255,0,1258095.0,1260251.0,1261646.0,1259997.3333333333,1789.0389412568227,0.0,0.0,0.0,0.0,51,52,53,53,0,0,0,0,374.19622889999846
