scan_index,test_gray,power_frame_1,power_frame_2,power_frame_3,power_mean,power_std,background_frame_1,background_frame_2,background_frame_3,background_mean,peak_frame_1,peak_frame_2,peak_frame_3,peak_max,saturated_frame_1,saturated_frame_2,saturated_frame_3,saturated_total,elapsed_s
179,76,7794923.0,7791345.0,7795803.0,7794023.666666667,2361.1525434273267,0.0,0.0,0.0,0.0,203,207,206,207,0,0,0,0,264.1603250999997
180,75,7634113.0,7629114.0,7643932.0,7635719.666666667,7538.52202579082,0.0,0.0,0.0,0.0,200,199,201,201,0,0,0,0,265.60982420000073
181,74,7440052.0,7448880.0,7450115.0,7446349.0,5488.211275087722,0.0,0.0,0.0,0.0,194,196,193,196,0,0,0,0,267.0665315999995
182,73,7269626.0,7266573.0,7268557.0,7268252.0,1549.1839787449392,0.0,0.0,0.0,0.0,187,191,188,191,0,0,0,0,268.5029904000003
183,72,7078627.0,7075286.0,7085510.0,7079807.666666667,5213.254677582262,0.0,0.0,0.0,0.0,183,182,182,183,0,0,0,0,269.9526335999999
184,71,6878721.0,6886455.0,6872223.0,6879133.0,7124.939578691176,0.0,0.0,0.0,0.0,178,176,174,178,0,0,0,0,271.41570069999943
185,70,6679961.0,6678078.0,6679233.0,6679090.666666667,949.5347983793608,0.0,0.0,0.0,0.0,171,171,170,171,0,0,0,0,272.8889244000002
186,69,6476639.0,6472999.0,6476167.0,6475268.333333333,1979.4194435069423,0.0,0.0,0.0,0.0,166,165,168,168,0,0,0,0,274.35421830000087
187,68,6259307.0,6258651.0,6269069.0,6262342.333333333,5834.690851564745,0.0,0.0,0.0,0.0,158,160,160,160,0,0,0,0,275.8274583000002
188,67,6031952.0,6047746.0,6045838.0,6041845.333333333,8620.826487833596,0.0,0.0,0.0,0.0,151,153,152,153,0,0,0,0,277.28914799999984
189,66,5818932.0,5811577.0,5820751.0,5817086.666666667,4857.418072735076,0.0,0.0,0.0,0.0,146,152,147,152,0,0,0,0,278.7631400999999
190,65,5598511.0,5596168.0,5605531.0,5600070.0,4872.299559756153,0.0,0.0,0.0,0.0,140,141,142,142,0,0,0,0,280.22896650000075
191,64,5361871.0,5369802.0,5365752.0,5365808.333333333,3965.8000874140557,0.0,0.0,0.0,0.0,135,136,133,136,0,0,0,0,281.7116258999995
192,63,5144930.0,5136734.0,5148453.0,5143372.333333333,6012.776757317149,0.0,0.0,0.0,0.0,131,131,131,131,0,0,0,0,283.17063170000074
193,62,4900967.0,4896600.0,4901002.0,4899523.0,2531.4527449668108,0.0,0.0,0.0,0.0,124,123,125,125,0,0,0,0,284.64313330000004
194,61,4678387.0,4670787.0,4679589.0,4676254.333333333,4772.839965191933,0.0,0.0,0.0,0.0,122,119,122,122,0,0,0,0,286.1145598000003
195,60,4441693.0,4442944.0,4438064.0,4440900.333333333,2534.7268754904017,0.0,0.0,0.0,0.0,117,117,116,117,0,0,0,0,287.5858110999998
196,59,4198473.0,4196866.0,4195896.0,4197078.333333333,1301.5553516210264,0.0,0.0,0.0,0.0,110,109,109,110,0,0,0,0,289.0462342999999
197,58,3970482.0,3975881.0,3978357.0,3974906.6666666665,4026.8971098518687,0.0,0.0,0.0,0.0,106,106,104,106,0,0,0,0,290.5194680000004
198,57,3729190.0,3720111.0,3732335.0,3727212.0,6347.511874742732,0.0,0.0,0.0,0.0,97,99,99,99,0,0,0,0,291.9788840000001
199,56,3494869.0,3497420.0,3499554.0,3497281.0,2345.590970310041,0.0,0.0,0.0,0.0,94,93,93,94,0,0,0,0,293.4540548999994
200,55,3267661.0,3266372.0,3271412.0,3268481.6666666665,2618.3048587460808,0.0,0.0,0.0,0.0,89,89,88,89,0,0,0,0,294.91538650000075
201,54,3027671.0,3034340.0,3035892.0,3032634.3333333335,4367.858094459266,0.0,0.0,0.0,0.0,83,81,82,83,0,0,0,0,296.3783614999993
202,53,2820357.0,2820154.0,2821317.0,2820609.3333333335,621.2055483761662,0.0,0.0,0.0,0.0,78,78,78,78,0,0,0,0,297.84433490000083
203,52,2590530.0,2592238.0,2591583.0,2591450.3333333335,861.6938744898523,0.0,0.0,0.0,0.0,74,73,72,74,0,0,0,0,299.3124946000007
204,51,2383152.0,2384903.0,2384368.0,2384141.0,897.2998384040866,0.0,0.0,0.0,0.0,68,69,68,69,0,0,0,0,300.77877360000093
205,50,2176517.0,2179727.0,2180659.0,2178967.6666666665,2172.8969909623725,0.0,0.0,0.0,0.0,63,64,63,64,0,0,0,0,302.24817930000063
206,49,1966599.0,1965819.0,1968833.0,1967083.6666666667,1564.3609984058453,0.0,0.0,0.0,0.0,59,58,58,59,0,0,0,0,303.7133496000006
207,48,1781816.0,1786530.0,1783073.0,1783806.3333333333,2441.061722557079,0.0,0.0,0.0,0.0,52,53,53,53,0,0,0,0,305.1836461999992
208,47,1587143.0,1588025.0,1590140.0,1588436.0,1540.192520433728,0.0,0.0,0.0,0.0,50,49,48,50,0,0,0,0,306.6406473999996
209,46,1410257.0,1409264.0,1417255.0,1412258.6666666667,4355.344111931149,0.0,0.0,0.0,0.0,44,45,45,45,0,0,0,0,308.0425269999996
210,45,1244656.0,1244873.0,1247410.0,1245646.3333333333,1531.2290270672552,0.0,0.0,0.0,0.0,40,40,40,40,0,0,0,0,309.5186665000001
211,44,1080436.0,1087361.0,1080142.0,1082646.3333333333,4085.666449103908,0.0,0.0,0.0,0.0,36,36,36,36,0,0,0,0,310.9867443000003
212,43,934007.0,936604.0,940638.0,937083.0,3341.3501762012315,0.0,0.0,0.0,0.0,32,32,33,33,0,0,0,0,312.4562198000003
213,42,804351.0,801899.0,796148.0,800799.3333333334,4210.611871608844,0.0,0.0,0.0,0.0,29,28,28,29,0,0,0,0,313.9242460000005
214,41,670920.0,677834.0,675531.0,674761.6666666666,3520.6184589264044,0.0,0.0,0.0,0.0,25,26,25,26,0,0,0,0,315.3908489000005
215,40,565278.0,564811.0,566017.0,565368.6666666666,608.0907278797575,0.0,0.0,0.0,0.0,23,23,22,23,0,0,0,0,316.8605735000001
216,39,458402.0,460836.0,459153.0,459463.6666666667,1246.384504610569,0.0,0.0,0.0,0.0,19,19,19,19,0,0,0,0,318.33198730000004
217,38,375846.0,374823.0,374231.0,374966.6666666667,817.0289672547317,0.0,0.0,0.0,0.0,16,16,17,17,0,0,0,0,319.7947041000007
218,37,295815.0,297870.0,299099.0,297594.6666666667,1659.2228100328578,0.0,0.0,0.0,0.0,14,14,14,14,0,0,0,0,321.2607812999995
219,36,234457.0,235406.0,235154.0,235005.66666666666,491.58146154359133,0.0,0.0,0.0,0.0,12,12,11,12,0,0,0,0,322.72914610000043
220,35,185940.0,185065.0,185409.0,185471.33333333334,440.8178006085205,0.0,0.0,0.0,0.0,10,9,9,10,0,0,0,0,324.16912149999916
221,34,148753.0,149284.0,149591.0,149209.33333333334,423.96029688324984,0.0,0.0,0.0,0.0,8,7,7,8,0,0,0,0,325.6262719000006
222,33,126841.0,127442.0,126898.0,127060.33333333333,331.7594510083071,0.0,0.0,0.0,0.0,6,6,6,6,0,0,0,0,327.0649518000009
223,32,116380.0,116002.0,116538.0,116306.66666666667,275.42210029940105,0.0,0.0,0.0,0.0,5,5,5,5,0,0,0,0,328.50870190000023
224,31,118000.0,117687.0,117302.0,117663.0,349.61836336210945,0.0,0.0,0.0,0.0,5,6,5,6,0,0,0,0,329.9594367999998
225,30,130497.0,131509.0,131193.0,131066.33333333333,517.7541244001185,0.0,0.0,0.0,0.0,7,8,7,8,0,0,0,0,331.4282628000001
226,29,159750.0,159906.0,160973.0,160209.66666666666,665.6518108841389,0.0,0.0,0.0,0.0,9,9,9,9,0,0,0,0,332.8974887000004
227,28,203422.0,202917.0,203324.0,203221.0,267.79283037452666,0.0,0.0,0.0,0.0,11,12,12,12,0,0,0,0,334.34593309999946
228,27,259597.0,259669.0,260859.0,260041.66666666666,708.7463109839326,0.0,0.0,0.0,0.0,15,14,14,15,0,0,0,0,335.81080140000086
229,26,329167.0,329260.0,328552.0,328993.0,384.73757289872276,0.0,0.0,0.0,0.0,18,17,18,18,0,0,0,0,337.26934919999985
230,25,405028.0,406349.0,405482.0,405619.6666666667,671.1738473252168,0.0,0.0,0.0,0.0,20,20,20,20,0,0,0,0,338.7325297999996
231,24,498953.0,503356.0,499339.0,500549.3333333333,2438.294964382557,0.0,0.0,0.0,0.0,25,24,23,25,0,0,0,0,340.20669570000064
232,23,596891.0,598516.0,599179.0,598195.3333333334,1177.2239945453598,0.0,0.0,0.0,0.0,27,28,29,29,0,0,0,0,341.67040579999957
233,22,708805.0,705247.0,710138.0,708063.3333333334,2528.442669576143,0.0,0.0,0.0,0.0,31,31,31,31,0,0,0,0,343.1550322999992
234,21,823940.0,823899.0,824318.0,824052.3333333334,230.98556953483768,0.0,0.0,0.0,0.0,37,35,35,37,0,0,0,0,344.62544549999984
235,20,941010.0,938872.0,939015.0,939632.3333333334,1195.234844427376,0.0,0.0,0.0,0.0,40,41,40,41,0,0,0,0,346.08261239999956
236,19,1058468.0,1060720.0,1064235.0,1061141.0,2906.4588419587158,0.0,0.0,0.0,0.0,44,44,45,45,0,0,0,0,347.54585150000094
237,18,1181766.0,1181530.0,1183805.0,1182367.0,1250.9224596272943,0.0,0.0,0.0,0.0,49,50,48,50,0,0,0,0,349.00368309999976
238,17,1291218.0,1286904.0,1291717.0,1289946.3333333333,2646.5249542245647,0.0,0.0,0.0,0.0,52,53,54,54,0,0,0,0,350.3904860999992
239,16,1400077.0,1394403.0,1397230.0,1397236.6666666667,2837.0058747442404,0.0,0.0,0.0,0.0,57,58,56,58,0,0,0,0,351.86221619999924
240,15,1499666.0,1495638.0,1496812.0,1497372.0,2071.5684878854477,0.0,0.0,0.0,0.0,60,60,61,61,0,0,0,0,353.32201279999936
241,14,1567380.0,1564867.0,1566040.0,1566095.6666666667,1257.4244841473915,0.0,0.0,0.0,0.0,63,64,63,64,0,0,0,0,354.77402769999935
242,13,1671239.0,1669263.0,1673195.0,1671232.3333333333,1966.0084774317056,0.0,0.0,0.0,0.0,67,66,66,67,0,0,0,0,356.23308709999947
243,12,1733503.0,1735061.0,1736941.0,1735168.3333333333,1721.5113514970888,0.0,0.0,0.0,0.0,70,71,69,71,0,0,0,0,357.6848817000009
244,11,1801703.0,1803374.0,1798742.0,1801273.0,2345.7474288592966,0.0,0.0,0.0,0.0,72,72,72,72,0,0,0,0,359.14572020000014
245,10,1894206.0,1888141.0,1891679.0,1891342.0,3046.511611663412,0.0,0.0,0.0,0.0,74,75,76,76,0,0,0,0,360.6169723999992
246,9,1929272.0,1922899.0,1930484.0,1927551.6666666667,4074.6430927546694,0.0,0.0,0.0,0.0,76,78,76,78,0,0,0,0,362.0743958999992
247,8,2016272.0,2018954.0,2016046.0,2017090.6666666667,1617.6456142596044,0.0,0.0,0.0,0.0,79,79,79,79,0,0,0,0,363.53720050000084
248,7,2070520.0,2064333.0,2069516.0,2068123.0,3320.403439342876,0.0,0.0,0.0,0.0,82,80,81,82,0,0,0,0,364.9929071000006
249,6,2114337.0,2122537.0,2114879.0,2117251.0,4585.824680469152,0.0,0.0,0.0,0.0,83,82,82,83,0,0,0,0,366.4481276000006
250,5,2210733.0,2211053.0,2210478.0,2210754.6666666665,288.11166816589247,0.0,0.0,0.0,0.0,85,85,84,85,0,0,0,0,367.90104640000027
251,4,2253322.0,2255998.0,2254063.0,2254461.0,1381.6826697907156,0.0,0.0,0.0,0.0,87,87,86,87,0,0,0,0,369.35872200000085
252,3,2354166.0,2351719.0,2350573.0,2352152.6666666665,1835.3371170804924,0.0,0.0,0.0,0.0,91,90,90,91,0,0,0,0,370.82516009999927
253,2,2424169.0,2424954.0,2422106.0,2423743.0,1471.0142759334458,0.0,0.0,0.0,0.0,92,92,91,92,0,0,0,0,372.28047460000016
254,1,2465300.0,2468636.0,2465169.0,2466368.3333333335,1964.948939116061,0.0,0.0,0.0,0.0,93,94,94,94,0,0,0,0,373.73467300000084
255,0,2517033.0,2515863.0,2512576.0,2515157.3333333335,2310.7761322407096,0.0,0.0,0.0,0.0,95,94,95,95,0,0,0,0,375.19557970000096
