scan_index,test_gray,power_frame_1,power_frame_2,power_frame_3,power_mean,power_std,background_frame_1,background_frame_2,background_frame_3,background_mean,peak_frame_1,peak_frame_2,peak_frame_3,peak_max,saturated_frame_1,saturated_frame_2,saturated_frame_3,saturated_total,elapsed_s
33,222,90602.0,90075.0,90027.0,90234.66666666667,319.02403253255596,0.0,0.0,0.0,0.0,6,5,5,6,0,0,0,0,50.04780380000011
34,221,98424.0,97933.0,98826.0,98394.33333333333,447.23856422868243,0.0,0.0,0.0,0.0,6,6,6,6,0,0,0,0,51.51815720000013
35,220,106978.0,107463.0,107251.0,107230.66666666667,243.13850648001713,0.0,0.0,0.0,0.0,6,6,6,6,0,0,0,0,53.00857370000085
36,219,117337.0,117221.0,116861.0,117139.66666666667,248.20421699345346,0.0,0.0,0.0,0.0,6,7,7,7,0,0,0,0,54.474016199999824
37,218,128185.0,127138.0,127588.0,127637.0,525.2170979699728,0.0,0.0,0.0,0.0,7,7,7,7,0,0,0,0,55.93523880000066
38,217,138925.0,138756.0,138766.0,138815.66666666666,94.8173683105228,0.0,0.0,0.0,0.0,7,7,7,7,0,0,0,0,57.39936880000096
39,216,150685.0,150589.0,151477.0,150917.0,487.34382113657705,0.0,0.0,0.0,0.0,8,8,7,8,0,0,0,0,58.87337950000074
40,215,163639.0,164576.0,164249.0,164154.66666666666,475.5694831813048,0.0,0.0,0.0,0.0,8,8,8,8,0,0,0,0,60.323334599999725
41,214,177174.0,177074.0,177291.0,177179.66666666666,108.61092639938825,0.0,0.0,0.0,0.0,9,9,9,9,0,0,0,0,61.78383340000073
42,213,192261.0,191552.0,191905.0,191906.0,354.50105782634836,0.0,0.0,0.0,0.0,10,9,9,10,0,0,0,0,63.24312420000024
43,212,206535.0,206911.0,206949.0,206798.33333333334,228.843469064191,0.0,0.0,0.0,0.0,9,10,10,10,0,0,0,0,64.70297729999947
44,211,222076.0,223182.0,222860.0,222706.0,568.8549903094812,0.0,0.0,0.0,0.0,10,10,10,10,0,0,0,0,66.1628897999999
45,210,238083.0,238138.0,238149.0,238123.33333333334,35.360052790307506,0.0,0.0,0.0,0.0,10,10,10,10,0,0,0,0,67.63401560000057
46,209,255527.0,256673.0,256729.0,256309.66666666666,678.3873033403067,0.0,0.0,0.0,0.0,11,11,11,11,0,0,0,0,69.09054839999953
47,208,274993.0,275017.0,276155.0,275388.3333333333,664.0612421556715,0.0,0.0,0.0,0.0,12,11,12,12,0,0,0,0,70.55507009999928
48,207,294516.0,294194.0,294384.0,294364.6666666667,161.8682591904087,0.0,0.0,0.0,0.0,12,13,13,13,0,0,0,0,72.01709619999929
49,206,314390.0,315003.0,315131.0,314841.3333333333,396.07112155941553,0.0,0.0,0.0,0.0,13,13,13,13,0,0,0,0,73.4764099999993
50,205,336004.0,337057.0,337371.0,336810.6666666667,716.0183889631141,0.0,0.0,0.0,0.0,14,14,13,14,0,0,0,0,74.9293276999997
51,204,358705.0,359045.0,359461.0,359070.3333333333,378.63614900499573,0.0,0.0,0.0,0.0,15,14,14,15,0,0,0,0,76.39139430000068
52,203,383603.0,383821.0,383290.0,383571.3333333333,266.9125949319989,0.0,0.0,0.0,0.0,15,15,15,15,0,0,0,0,77.85920970000006
53,202,406536.0,406540.0,407173.0,406749.6666666667,366.62287617295965,0.0,0.0,0.0,0.0,16,15,16,16,0,0,0,0,79.32554270000037
54,201,432270.0,432388.0,433386.0,432681.3333333333,613.104667518796,0.0,0.0,0.0,0.0,16,16,17,17,0,0,0,0,80.78725889999987
55,200,457463.0,458095.0,457470.0,457676.0,362.8815233654092,0.0,0.0,0.0,0.0,16,17,17,17,0,0,0,0,82.25661840000066
56,199,487288.0,486742.0,487726.0,487252.0,492.9868152395153,0.0,0.0,0.0,0.0,18,17,17,18,0,0,0,0,83.70724770000015
57,198,515647.0,513708.0,516011.0,515122.0,1238.0109046369503,0.0,0.0,0.0,0.0,18,18,19,19,0,0,0,0,85.16760310000063
58,197,547344.0,547254.0,547515.0,547371.0,132.57827876390613,0.0,0.0,0.0,0.0,20,20,20,20,0,0,0,0,86.6261816999995
59,196,578026.0,576130.0,576437.0,576864.3333333334,1017.6759471134874,0.0,0.0,0.0,0.0,21,21,20,21,0,0,0,0,88.09881119999955
60,195,609938.0,609405.0,609604.0,609649.0,269.334364684494,0.0,0.0,0.0,0.0,22,22,22,22,0,0,0,0,89.56196219999947
61,194,641886.0,641533.0,642311.0,641910.0,389.55487418334275,0.0,0.0,0.0,0.0,23,23,23,23,0,0,0,0,91.02298840000003
62,193,677392.0,679480.0,678341.0,678404.3333333334,1045.439779869378,0.0,0.0,0.0,0.0,24,24,23,24,0,0,0,0,92.48416180000095
63,192,713105.0,714630.0,712736.0,713490.3333333334,1004.0768562880698,0.0,0.0,0.0,0.0,24,26,26,26,0,0,0,0,93.95963970000048
64,191,753306.0,751074.0,754158.0,752846.0,1592.6280168325559,0.0,0.0,0.0,0.0,26,26,26,26,0,0,0,0,95.41757830000097
65,190,788258.0,787547.0,789770.0,788525.0,1135.2968774730248,0.0,0.0,0.0,0.0,28,27,28,28,0,0,0,0,96.88071330000093
66,189,832497.0,830786.0,830908.0,831397.0,954.5789647797609,0.0,0.0,0.0,0.0,28,29,29,29,0,0,0,0,98.3488770999993
67,188,872440.0,874497.0,871697.0,872878.0,1450.4768181532581,0.0,0.0,0.0,0.0,31,30,30,31,0,0,0,0,99.8166240999999
68,187,916758.0,916746.0,914698.0,916067.3333333334,1185.8926314524995,0.0,0.0,0.0,0.0,32,32,32,32,0,0,0,0,101.28321549999964
69,186,960923.0,961033.0,960633.0,960863.0,206.63978319771826,0.0,0.0,0.0,0.0,33,34,34,34,0,0,0,0,102.75600230000055
70,185,1005076.0,1007987.0,1006274.0,1006445.6666666666,1463.0729077299372,0.0,0.0,0.0,0.0,35,34,35,35,0,0,0,0,104.21418310000081
71,184,1054966.0,1055201.0,1054855.0,1055007.3333333333,176.66446539509107,0.0,0.0,0.0,0.0,36,36,37,37,0,0,0,0,105.67336120000073
72,183,1101344.0,1102713.0,1103465.0,1102507.3333333333,1075.3531202973902,0.0,0.0,0.0,0.0,38,38,38,38,0,0,0,0,107.13233450000007
73,182,1152056.0,1154973.0,1152675.0,1153234.6666666667,1536.926261514629,0.0,0.0,0.0,0.0,41,42,40,42,0,0,0,0,108.6073522000006
74,181,1207165.0,1207182.0,1207568.0,1207305.0,227.92323269030737,0.0,0.0,0.0,0.0,41,41,41,41,0,0,0,0,110.0855718999992
75,180,1258205.0,1257460.0,1259966.0,1258543.6666666667,1286.8684211423222,0.0,0.0,0.0,0.0,43,43,44,44,0,0,0,0,111.55253009999979
76,179,1318728.0,1314572.0,1316621.0,1316640.3333333333,2078.0674515841233,0.0,0.0,0.0,0.0,46,44,45,46,0,0,0,0,113.0232931999999
77,178,1370586.0,1369200.0,1374991.0,1371592.3333333333,3023.813872137856,0.0,0.0,0.0,0.0,48,48,47,48,0,0,0,0,114.4865817000009
78,177,1430584.0,1433087.0,1432473.0,1432048.0,1304.5002874664306,0.0,0.0,0.0,0.0,49,49,49,49,0,0,0,0,115.94754420000027
79,176,1493963.0,1494624.0,1493154.0,1493913.6666666667,736.2406762284554,0.0,0.0,0.0,0.0,51,52,52,52,0,0,0,0,117.41629009999997
80,175,1555087.0,1559279.0,1553447.0,1555937.6666666667,3007.6205434418307,0.0,0.0,0.0,0.0,54,53,54,54,0,0,0,0,118.89000599999963
81,174,1616804.0,1618823.0,1621438.0,1619021.6666666667,2323.3790765463423,0.0,0.0,0.0,0.0,56,55,53,56,0,0,0,0,120.36830929999996
82,173,1686069.0,1684570.0,1684623.0,1685087.3333333333,850.561187295384,0.0,0.0,0.0,0.0,57,58,57,58,0,0,0,0,121.84274929999992
83,172,1752219.0,1752009.0,1751836.0,1752021.3333333333,191.79763641227004,0.0,0.0,0.0,0.0,60,61,60,61,0,0,0,0,123.31912449999982
84,171,1819907.0,1825502.0,1823317.0,1822908.6666666667,2819.762105804909,0.0,0.0,0.0,0.0,61,63,62,63,0,0,0,0,124.78979210000034
85,170,1896917.0,1896711.0,1900545.0,1898057.6666666667,2156.554968771567,0.0,0.0,0.0,0.0,64,66,65,66,0,0,0,0,126.26242300000013
86,169,1970815.0,1967396.0,1971761.0,1969990.6666666667,2296.2905594313047,0.0,0.0,0.0,0.0,67,66,68,68,0,0,0,0,127.72986719999972
87,168,2044019.0,2049382.0,2046965.0,2046788.6666666667,2685.844808125245,0.0,0.0,0.0,0.0,71,69,70,71,0,0,0,0,129.20738039999924
88,167,2125302.0,2128030.0,2125577.0,2126303.0,1501.9330877239504,0.0,0.0,0.0,0.0,74,73,73,74,0,0,0,0,130.6842816999997
89,166,2212029.0,2207546.0,2209886.0,2209820.3333333335,2242.2212944607704,0.0,0.0,0.0,0.0,74,76,75,76,0,0,0,0,132.1497961999994
90,165,2293506.0,2285942.0,2286443.0,2288630.3333333335,4229.875214865486,0.0,0.0,0.0,0.0,78,79,77,79,0,0,0,0,133.62197320000087
91,164,2374060.0,2373753.0,2375598.0,2374470.3333333335,988.577934880874,0.0,0.0,0.0,0.0,80,79,80,80,0,0,0,0,135.0972053000005
92,163,2460916.0,2462188.0,2461253.0,2461452.3333333335,659.0116336858807,0.0,0.0,0.0,0.0,83,82,85,85,0,0,0,0,136.54970049999974
93,162,2547897.0,2546085.0,2548303.0,2547428.3333333335,1180.9391742733126,0.0,0.0,0.0,0.0,87,86,90,90,0,0,0,0,138.01497870000094
94,161,2637203.0,2639543.0,2642390.0,2639712.0,2597.6264165580083,0.0,0.0,0.0,0.0,87,92,89,92,0,0,0,0,139.4797266000005
95,160,2732051.0,2730133.0,2730025.0,2730736.3333333335,1139.8146048078756,0.0,0.0,0.0,0.0,91,93,91,93,0,0,0,0,140.94894139999997
96,159,2830277.0,2823525.0,2827404.0,2827068.6666666665,3388.4675493994823,0.0,0.0,0.0,0.0,94,95,96,96,0,0,0,0,142.4406784999992
97,158,2926444.0,2921549.0,2927330.0,2925107.6666666665,3113.5719573077695,0.0,0.0,0.0,0.0,99,99,99,99,0,0,0,0,143.91313769999942
98,157,3026412.0,3021111.0,3024924.0,3024149.0,2734.1578228039434,0.0,0.0,0.0,0.0,103,100,105,105,0,0,0,0,145.37627640000028
99,156,3128683.0,3124768.0,3124892.0,3126114.3333333335,2225.3944219695827,0.0,0.0,0.0,0.0,107,104,103,107,0,0,0,0,146.85075599999982
100,155,3230321.0,3231086.0,3224263.0,3228556.6666666665,3738.045790695097,0.0,0.0,0.0,0.0,108,112,108,112,0,0,0,0,148.3253222000003
101,154,3335656.0,3330553.0,3331146.0,3332451.6666666665,2790.828968843009,0.0,0.0,0.0,0.0,114,112,114,114,0,0,0,0,149.79650330000004
102,153,3444303.0,3441677.0,3441883.0,3442621.0,1460.2917516715625,0.0,0.0,0.0,0.0,116,117,115,117,0,0,0,0,151.26682699999947
103,152,3544077.0,3545429.0,3546487.0,3545331.0,1207.9850992458476,0.0,0.0,0.0,0.0,121,120,123,123,0,0,0,0,152.7442014999997
104,151,3655776.0,3654476.0,3654077.0,3654776.3333333335,888.4257612954126,0.0,0.0,0.0,0.0,120,122,123,123,0,0,0,0,154.19996170000013
105,150,3770612.0,3766593.0,3765387.0,3767530.6666666665,2735.7942783282033,0.0,0.0,0.0,0.0,129,125,126,129,0,0,0,0,155.6511389999996
106,149,3878279.0,3880128.0,3876767.0,3878391.3333333335,1683.313498232974,0.0,0.0,0.0,0.0,129,129,131,131,0,0,0,0,157.11641439999948
107,148,3998211.0,4000072.0,3998905.0,3999062.6666666665,940.4649559304872,0.0,0.0,0.0,0.0,135,136,133,136,0,0,0,0,158.5791133999992
108,147,4118175.0,4111339.0,4116229.0,4115247.6666666665,3522.071170963661,0.0,0.0,0.0,0.0,138,139,138,139,0,0,0,0,160.04659449999963
109,146,4229537.0,4226957.0,4234511.0,4230335.0,3839.7046761437264,0.0,0.0,0.0,0.0,141,143,142,143,0,0,0,0,161.5070384999999
110,145,4358885.0,4354866.0,4356547.0,4356766.0,2018.4303307273203,0.0,0.0,0.0,0.0,145,145,145,145,0,0,0,0,162.96486370000093
111,144,4476641.0,4475113.0,4473517.0,4475090.333333333,1562.1233412676904,0.0,0.0,0.0,0.0,149,149,149,149,0,0,0,0,164.4240074999998
112,143,4605691.0,4603024.0,4608102.0,4605605.666666667,2540.0752613521777,0.0,0.0,0.0,0.0,152,156,151,156,0,0,0,0,165.87401090000094
113,142,4728761.0,4727376.0,4725636.0,4727257.666666667,1565.8570603134035,0.0,0.0,0.0,0.0,155,158,162,162,0,0,0,0,167.35164570000052
114,141,4859271.0,4853719.0,4862062.0,4858350.666666667,4246.96036399368,0.0,0.0,0.0,0.0,163,161,159,163,0,0,0,0,168.81803559999935
115,140,4981716.0,4982486.0,4979609.0,4981270.333333333,1489.3778343097945,0.0,0.0,0.0,0.0,164,162,166,166,0,0,0,0,170.30259699999988
116,139,5112870.0,5116756.0,5119849.0,5116491.666666667,3497.0007625583003,0.0,0.0,0.0,0.0,169,169,174,174,0,0,0,0,171.79014970000026
117,138,5248255.0,5247302.0,5247041.0,5247532.666666667,639.02608188816,0.0,0.0,0.0,0.0,175,173,177,177,0,0,0,0,173.26231170000028
118,137,5385289.0,5387759.0,5385925.0,5386324.333333333,1282.5074398744568,0.0,0.0,0.0,0.0,181,183,179,183,0,0,0,0,174.72366460000012
119,136,5515531.0,5518483.0,5517504.0,5517172.666666667,1503.6330447730036,0.0,0.0,0.0,0.0,183,187,180,187,0,0,0,0,176.18193389999942
120,135,5659745.0,5657522.0,5656979.0,5658082.0,1465.567808052565,0.0,0.0,0.0,0.0,184,186,190,190,0,0,0,0,177.6389765999993
121,134,5797295.0,5783039.0,5785679.0,5788671.0,7584.354422098166,0.0,0.0,0.0,0.0,192,191,188,192,0,0,0,0,179.09889069999917
122,133,5925822.0,5928082.0,5927529.0,5927144.333333333,1178.0816327119837,0.0,0.0,0.0,0.0,193,195,200,200,0,0,0,0,180.56214189999992
123,132,6068295.0,6060177.0,6067584.0,6065352.0,4495.759001548015,0.0,0.0,0.0,0.0,198,196,201,201,0,0,0,0,182.03148540000075
124,131,6200485.0,6202037.0,6201656.0,6201392.666666667,808.8166252824761,0.0,0.0,0.0,0.0,206,203,197,206,0,0,0,0,183.49740159999965
125,130,6332137.0,6342281.0,6329697.0,6334705.0,6673.472259626168,0.0,0.0,0.0,0.0,208,207,211,211,0,0,0,0,184.96343940000042
126,129,6471367.0,6474210.0,6467394.0,6470990.333333333,3423.57595699779,0.0,0.0,0.0,0.0,209,218,206,218,0,0,0,0,186.41292470000008
127,128,6601298.0,6613079.0,6618674.0,6611017.0,8869.623836443121,0.0,0.0,0.0,0.0,211,218,219,219,0,0,0,0,187.88897309999993
128,127,6749590.0,6746138.0,6750404.0,6748710.666666667,2264.8640871657917,0.0,0.0,0.0,0.0,218,218,217,218,0,0,0,0,189.35845990000053
129,126,6882914.0,6883003.0,6890347.0,6885421.333333333,4265.984567873322,0.0,0.0,0.0,0.0,222,223,227,227,0,0,0,0,190.8367486999996
130,125,7017487.0,7023344.0,7034097.0,7024976.0,8424.404608042043,0.0,0.0,0.0,0.0,228,228,227,228,0,0,0,0,192.29864140000063
131,124,7144032.0,7150868.0,7152419.0,7149106.333333333,4462.403425659018,0.0,0.0,0.0,0.0,226,223,228,228,0,0,0,0,193.76349029999983
132,123,7290708.0,7294694.0,7298464.0,7294622.0,3878.5012569290216,0.0,0.0,0.0,0.0,234,238,232,238,0,0,0,0,195.21602469999925
133,122,7425435.0,7425442.0,7423803.0,7424893.333333333,944.2628518232269,0.0,0.0,0.0,0.0,239,236,244,244,0,0,0,0,196.68816809999953
134,121,7559134.0,7553603.0,7566328.0,7559688.333333333,6380.5854224619015,0.0,0.0,0.0,0.0,241,238,245,245,0,0,0,0,198.15870340000038
135,120,7683452.0,7678551.0,7682075.0,7681359.333333333,2527.6638093966003,0.0,0.0,0.0,0.0,245,239,239,245,0,0,0,0,199.63214510000034
136,119,7819099.0,7820940.0,7807980.0,7816006.333333333,7011.693114600305,0.0,0.0,0.0,0.0,251,252,246,252,0,0,0,0,201.10735139999997
137,118,7935074.0,7929500.0,7929470.0,7931348.0,3226.8455184591653,0.0,0.0,0.0,0.0,248,250,250,250,0,0,0,0,202.5765377000007
138,117,8051551.0,8050145.0,8045868.0,8049188.0,2959.9001672353747,0.0,0.0,0.0,0.0,255,255,252,255,1,1,0,2,204.0443783999999
139,116,8162804.0,8158571.0,8161365.0,8160913.333333333,2152.3415930872434,0.0,0.0,0.0,0.0,255,249,255,255,1,0,2,3,205.50614660000065
140,115,8279262.0,8279914.0,8279096.0,8279424.0,432.39333944916405,0.0,0.0,0.0,0.0,255,255,255,255,2,2,3,7,206.96442670000033
141,114,8371103.0,8387060.0,8388117.0,8382093.333333333,9532.569555651475,0.0,0.0,0.0,0.0,255,255,255,255,1,11,5,17,208.4339060000002
142,113,8489660.0,8495554.0,8491996.0,8492403.333333334,2968.0379602244534,0.0,0.0,0.0,0.0,255,255,255,255,12,22,17,51,209.90090070000042
143,112,8586862.0,8593229.0,8592011.0,8590700.666666666,3379.70447426004,0.0,0.0,0.0,0.0,255,255,255,255,9,21,7,37,211.38082439999926
144,111,8686140.0,8697741.0,8695297.0,8693059.333333334,6115.649134256586,0.0,0.0,0.0,0.0,255,255,255,255,21,37,28,86,212.85791260000042
145,110,8791643.0,8781884.0,8775876.0,8783134.333333334,7957.516719010607,0.0,0.0,0.0,0.0,255,255,255,255,42,35,24,101,214.33848519999992
146,109,8867938.0,8866064.0,8871275.0,8868425.666666666,2639.5064563916744,0.0,0.0,0.0,0.0,255,255,255,255,51,31,34,116,215.79507829999966
147,108,8952945.0,8941822.0,8948118.0,8947628.333333334,5577.643976925502,0.0,0.0,0.0,0.0,255,255,255,255,26,36,43,105,217.2597110000006
148,107,9018108.0,9028363.0,9027949.0,9024806.666666666,5804.907435380286,0.0,0.0,0.0,0.0,255,255,255,255,37,33,55,125,218.72306600000047
149,106,9100144.0,9096383.0,9096991.0,9097839.333333334,2018.9186049302073,0.0,0.0,0.0,0.0,255,255,255,255,85,67,92,244,220.1879083999993
150,105,9158383.0,9167512.0,9154584.0,9160159.666666666,6644.5996367977905,0.0,0.0,0.0,0.0,255,255,255,255,78,59,84,221,221.6458834999994
151,104,9213302.0,9213770.0,9216561.0,9214544.333333334,1762.090898147236,0.0,0.0,0.0,0.0,255,255,255,255,88,98,98,284,223.11386870000024
152,103,9272908.0,9267673.0,9272488.0,9271023.0,2908.7755155735204,0.0,0.0,0.0,0.0,255,255,255,255,117,109,100,326,224.58009330000095
153,102,9321780.0,9306140.0,9326311.0,9318077.0,10583.074553266644,0.0,0.0,0.0,0.0,255,255,255,255,89,48,89,226,226.02492879999954
154,101,9360265.0,9363481.0,9374167.0,9365971.0,7277.807087303153,0.0,0.0,0.0,0.0,255,255,255,255,107,94,161,362,227.4809468000003
155,100,9395415.0,9395244.0,9389616.0,9393425.0,3299.798630219729,0.0,0.0,0.0,0.0,255,255,255,255,100,51,89,240,228.95870090000062
156,99,9426835.0,9418382.0,9431551.0,9425589.333333334,6672.286289821003,0.0,0.0,0.0,0.0,255,255,255,255,81,118,142,341,230.42144759999974
157,98,9439115.0,9438527.0,9447175.0,9441605.666666666,4832.136311543098,0.0,0.0,0.0,0.0,255,255,255,255,68,118,103,289,231.91195470000093
158,97,9458042.0,9458200.0,9455860.0,9457367.333333334,1307.7772491266749,0.0,0.0,0.0,0.0,255,255,255,255,93,97,75,265,233.38496400000076
159,96,9445982.0,9464698.0,9466110.0,9458930.0,11235.500166881757,0.0,0.0,0.0,0.0,255,255,255,255,58,75,87,220,234.8718549999994
160,95,9452354.0,9450394.0,9451305.0,9451351.0,980.8093596617031,0.0,0.0,0.0,0.0,255,255,255,255,69,44,39,152,236.32876080000096
161,94,9443049.0,9439560.0,9449022.0,9443877.0,4785.033855679602,0.0,0.0,0.0,0.0,255,255,255,255,46,61,69,176,237.81133249999948
162,93,9420091.0,9427405.0,9431560.0,9426352.0,5806.556380506436,0.0,0.0,0.0,0.0,255,255,255,255,33,32,48,113,239.26510210000015
163,92,9404103.0,9399533.0,9403461.0,9402365.666666666,2474.0738334442112,0.0,0.0,0.0,0.0,255,255,255,255,12,37,48,97,240.7297278999995
164,91,9366288.0,9368519.0,9356892.0,9363899.666666666,6170.48493502199,0.0,0.0,0.0,0.0,255,255,255,255,38,23,13,74,242.18278620000092
165,90,9323353.0,9324598.0,9321394.0,9323115.0,1615.20494055708,0.0,0.0,0.0,0.0,255,255,255,255,12,4,13,29,243.64974079999956
166,89,9283255.0,9275154.0,9272378.0,9276929.0,5651.570666637726,0.0,0.0,0.0,0.0,255,255,255,255,3,10,2,15,245.10735439999917
167,88,9222424.0,9226392.0,9218945.0,9222587.0,3726.174848286108,0.0,0.0,0.0,0.0,255,255,255,255,3,1,3,7,246.56763859999955
168,87,9150189.0,9147248.0,9149104.0,9148847.0,1487.2481299366289,0.0,0.0,0.0,0.0,255,253,255,255,1,0,1,2,248.03070219999972
169,86,9066116.0,9067757.0,9070484.0,9068119.0,2206.3859589836043,0.0,0.0,0.0,0.0,253,251,249,253,0,0,0,0,249.49740609999935
170,85,8974856.0,8979165.0,8981703.0,8978574.666666666,3461.462455860721,0.0,0.0,0.0,0.0,244,246,250,250,0,0,0,0,250.9706298000001
171,84,8872992.0,8881576.0,8885604.0,8880057.333333334,6441.692117241659,0.0,0.0,0.0,0.0,246,243,242,246,0,0,0,0,252.44930329999988
172,83,8774020.0,8775895.0,8785516.0,8778477.0,6167.6208541057385,0.0,0.0,0.0,0.0,239,241,238,241,0,0,0,0,253.91289049999978
173,82,8652839.0,8655011.0,8662348.0,8656732.666666666,4982.8076757319595,0.0,0.0,0.0,0.0,234,234,233,234,0,0,0,0,255.38082290000057
174,81,8530150.0,8532396.0,8535713.0,8532753.0,2798.6298433340553,0.0,0.0,0.0,0.0,229,232,228,232,0,0,0,0,256.8474518999992
175,80,8402258.0,8401421.0,8405720.0,8403133.0,2279.1597135786687,0.0,0.0,0.0,0.0,226,226,231,231,0,0,0,0,258.32112679999955
176,79,8271816.0,8262467.0,8261484.0,8265255.666666667,5702.635560276786,0.0,0.0,0.0,0.0,221,221,223,223,0,0,0,0,259.7730981000004
177,78,8128080.0,8135868.0,8122191.0,8128713.0,6860.4372309642185,0.0,0.0,0.0,0.0,218,222,217,222,0,0,0,0,261.2397712000002
178,77,7970670.0,7963728.0,7958649.0,7964349.0,6034.512490665671,0.0,0.0,0.0,0.0,210,211,209,211,0,0,0,0,262.7023573999995
